08:76:ff:87:fe:7e, a4:b1:e9:ed:46:74, a4:b1:e9:44:08:ad, 9c:97:26:9b:94:47, 64:70:02:b2:6c:2a, 00:26:5b:16:bf:09, 00:26:5b:16:bf:08, 00:26:5b:1c:b4:99, 00:1f:9f:ff:37:36, 0c:47:3d:09:df:c8, 0c:47:3d:09:df:c9, x, y
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 20
0, -82, -39, 0, 0, 0, 0, -93, 0, -86, -87, 16, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 20
0, -89, -53, 0, 0, -61, -62, -91, -91, 0, -90, 19, 20
0, -89, -58, 0, 0, -91, -93, -61, -88, 0, -30, 20, 20
-87, -88, -59, 0, 0, -91, -93, 0, -87, 0, 0, 21, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 20
-89, -88, -75, 0, 0, -82, -84, -60, -84, -90, -91, 23, 20
-89, -89, -71, 0, 0, 0, -92, -90, -84, -90, -91, 24, 20
-87, -91, -72, 0, 0, -61, -89, -90, -79, -90, -91, 25, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 21
0, -81, -41, 0, 0, 0, 0, -93, 0, -86, -87, 16, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 21
-87, -87, -76, 0, 0, -91, -90, -90, -87, -90, -91, 23, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 21
